﻿Réseau;Code Etablissement;Etablissement;Code agence;Agence;Adresse;Ville;Code postal;Emplacement;Horaires Automate;Typologie;Etat de fonctionnement;point_geographique
CE;14505;CE LOIRE-CENTRE;18624;CHATEAUNEUF SUR LOIRE/18624;PLACE DE LA LIBERTE;CHATEAUNEUF-SUR-LOIRE;45110;Interne;TLJ {00:00-23:59};GAB;Disponible;47.866288, 2.219481
CE;17515;CE ILE-DE-FRANCE;541;L'ISLE ADAM/00541;39 GRAND RUE;L'ISLE-ADAM;95290;SAS;TLJ {06:00-22:00};GAB;En attente d'activation;49.110831, 2.228778
CE;17515;CE ILE-DE-FRANCE;541;L'ISLE ADAM/00541;39 GRAND RUE;L'ISLE-ADAM;95290;SAS;TLJ {06:00-22:00};GVV;Disponible;49.110831, 2.228778
CE;17515;CE ILE-DE-FRANCE;545;CARRIERES SOUS POISSY/00545;35 PLACE SAINT BLAISE;CARRIERES-SOUS-POISSY;78955;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.944084, 2.035331
CE;17515;CE ILE-DE-FRANCE;545;CARRIERES SOUS POISSY/00545;35 PLACE SAINT BLAISE;CARRIERES-SOUS-POISSY;78955;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15};UDV;Disponible;48.944084, 2.035331
CE;17515;CE ILE-DE-FRANCE;546;MARINES/00546;1 RUE JEAN JAURES;MARINES;95640;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;49.14374, 1.980471
CE;17515;CE ILE-DE-FRANCE;546;MARINES/00546;1 RUE JEAN JAURES;MARINES;95640;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu  {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15};GDV;Disponible;49.14374, 1.980471
CE;17515;CE ILE-DE-FRANCE;551;MANTES CASTOR/00551;68 RUE CASTOR;MANTES-LA-JOLIE;78200;SAS;TLJ {06:00-22:00};GVV;Disponible;48.990721, 1.711898
CE;17515;CE ILE-DE-FRANCE;553;NEUILLY SUR MARNE CENTRE/00553;58 ET 60 AVENUE DU GENERAL DE GAULLECENTRE COMMERCIAL;NEUILLY-SUR-MARNE;93330;SAS;TLJ {06:00-22:00};GVV;Disponible;48.856779, 2.530582
CE;17515;CE ILE-DE-FRANCE;553;NEUILLY SUR MARNE CENTRE/00553;58 ET 60 AVENUE DU GENERAL DE GAULLECENTRE COMMERCIAL;NEUILLY-SUR-MARNE;93330;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.856779, 2.530582
CE;17515;CE ILE-DE-FRANCE;555;NEUILLY PLAISANCE/00555;27 AVENUE DU MARECHAL FOCH;NEUILLY-PLAISANCE;93360;Interne;Mar et Jeu {09:15-12:45 15:00-18:45} Mer et Ven {09:15-16:15} Sam {08:30-12:45};UDV;Disponible;48.862643, 2.503916
CE;17515;CE ILE-DE-FRANCE;555;NEUILLY PLAISANCE/00555;27 AVENUE DU MARECHAL FOCH;NEUILLY-PLAISANCE;93360;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.862643, 2.503916
CE;14505;CE LOIRE-CENTRE;22290;TOURS RABELAIS/22290;79 RUE GIRAUDEAU;TOURS;37000;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.384313, 0.676767
CE;17515;CE ILE-DE-FRANCE;557;NOISY LE GRAND LES RICHARDETS/00557;79 AVENUE MEDERIC;NOISY-LE-GRAND;93160;SAS;TLJ {07:00-22:00};GVV;Disponible;48.829214, 2.567168
CE;14505;CE LOIRE-CENTRE;21432;MONTRICHARD/21432;2 PLACE DE VERDUN;MONTRICHARD;41400;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.343279, 1.184244
CE;17515;CE ILE-DE-FRANCE;571;SAINT LEU LA FORET/00571;42 AVENUE DU GENERAL LECLERC;SAINT-LEU-LA-FORET;95320;Interne;Mar et Jeu {09:15-12:45 15:00-18:45} Mer et Ven {09:15-16:15} Sam {08:30-12:45};GDV;Disponible;49.018332, 2.24462
CE;17515;CE ILE-DE-FRANCE;572;SAINT OUEN L AUMONE/00572;13 RUE DU GENERAL LECLERC;SAINT-OUEN-L'AUMONE;95310;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;49.046291, 2.105902
CE;14505;CE LOIRE-CENTRE;14678;CHALETTE SUR LOING/14678;13 RUE GAMBETTA;CHALETTE-SUR-LOING;45120;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};GAB;Disponible;48.012789, 2.731322
CE;17515;CE ILE-DE-FRANCE;578;SEVRAN/00578;12 RUE LUCIEN SPORTISS;SEVRAN;93270;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.936855, 2.531955
CE;14505;CE LOIRE-CENTRE;16684;PITHIVIERS/16684;4 PLACE DENIS POISSON;PITHIVIERS;45300;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.173392, 2.257472
CE;17515;CE ILE-DE-FRANCE;579;MANTES LA VILLE/00579;73 ROUTE DE HOUDAN;MANTES-LA-VILLE;78711;Interne;Mar et Jeu {09:15-12:45 15:00-18:45} Mer et Ven {09:15-16:15} Sam {08:30-12:45};UDV;Suspendu;48.976375, 1.713344
CE;17515;CE ILE-DE-FRANCE;583;BONNIERES SUR SEINE/00583;47 RUE GEORGES HERREWYN;BONNIERES-SUR-SEINE;78270;Interne;Mar et Jeu {09:15-12:45 15:00-18:45} Mer et Ven {09:15-16:15} Sam {08:30-12:45};UDV;Disponible;49.037657, 1.581378
CE;17515;CE ILE-DE-FRANCE;584;MANTES UNIVERSITE/00584;95 AVENUE JEAN JAURES;MANTES-LA-VILLE;78711;SAS;TLJ {06:00-22:00};GVV;Disponible;48.986697, 1.706517
CE;17515;CE ILE-DE-FRANCE;585;VILLEPINTE/00585;43 AVENUE DE LA GARE;VILLEPINTE;93420;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.946531, 2.56286
CE;14505;CE LOIRE-CENTRE;18633;ST JEAN DE BRAYE/18633;14 RUE PLANCHE DE PIERRE;SAINT-JEAN-DE-BRAYE;45800;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};GAB;Disponible;47.911241, 1.969497
CE;17515;CE ILE-DE-FRANCE;601;VERSAILLES FOCH/00601;43T RUE DU MARECHAL FOCH;VERSAILLES;78000;SAS;TLJ {07:00-22:00};GVV;Disponible;48.809607, 2.133801
CE;14505;CE LOIRE-CENTRE;16604;LA CHAPELLE ST MESMIN/16604;19 RUE NATIONALE;LA CHAPELLE-SAINT-MESMIN;45380;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};GAB;Disponible;47.889845, 1.838235
CE;17515;CE ILE-DE-FRANCE;602;RAMBOUILLET CENTRE/00602;88 RUE DU GENERAL DE GAULLE;RAMBOUILLET;78120;SAS;TLJ {07:00-22:00};DVV;Disponible;48.643436, 1.824595
CE;17515;CE ILE-DE-FRANCE;602;RAMBOUILLET CENTRE/00602;88 RUE DU GENERAL DE GAULLE;RAMBOUILLET;78120;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.643436, 1.824595
CE;17515;CE ILE-DE-FRANCE;602;RAMBOUILLET CENTRE/00602;88 RUE DU GENERAL DE GAULLE;RAMBOUILLET;78120;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};CAR;Disponible;48.643436, 1.824595
CE;17515;CE ILE-DE-FRANCE;604;LIMOURS/00604;20 PLACE DU GENERAL DE GAULLE;LIMOURS;91470;SAS;TLJ {07:00-22:00};GVV;Service dégradé;48.645994, 2.07659
CE;14505;CE LOIRE-CENTRE;19609;BEAUGENCY/19609;2 PLACE DU DOCTEURUE HYVERNAU;BEAUGENCY;45190;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};GDV;Disponible;47.777906, 1.631085
CE;17515;CE ILE-DE-FRANCE;607;MAUREPAS/00607;2 PLACE DU SANCERROIS;MAUREPAS;78310;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};CAR;Suspendu;48.761932, 1.943948
CE;17515;CE ILE-DE-FRANCE;610;VERSAILLES MONTREUIL/00610;39 RUE DE MONTREUIL;VERSAILLES;78000;Interne;Mar au Sam {08:30-12:00 13:30-18:00};DVV;Disponible;48.804914, 2.144835
CE;17515;CE ILE-DE-FRANCE;610;VERSAILLES MONTREUIL/00610;39 RUE DE MONTREUIL;VERSAILLES;78000;SAS;TLJ {06:00-22:00};GDV;Disponible;48.804914, 2.144835
CE;14505;CE LOIRE-CENTRE;351;CHATILLON SUR INDRE/00351;33 BOULEVARD DU GENERAL LECLERC;CHATILLON-SUR-INDRE;36700;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;46.987501, 1.17191
CE;14505;CE LOIRE-CENTRE;28117;DUN SUR AURON/28117;31 GRANDE RUE;DUN-SUR-AURON;18130;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;46.885393, 2.57206
CE;17515;CE ILE-DE-FRANCE;614;VERSAILLES ST LOUIS/00614;2T RUE ROYALE;VERSAILLES;78000;SAS;TLJ {07:00-22:00};GVV;Disponible;48.79624, 2.125833
CE;17515;CE ILE-DE-FRANCE;614;VERSAILLES ST LOUIS/00614;2T RUE ROYALE;VERSAILLES;78000;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};CAR;Disponible;48.79624, 2.125833
CE;14505;CE LOIRE-CENTRE;17632;ORLEANS BLOSSIERES/17632;14 RUE CHARLES LE CHAUVE;ORLEANS;45000;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.924835, 1.893177
CE;17515;CE ILE-DE-FRANCE;627;MONTIGNY LES CORMEILLES/00627;AVENUE ARISTIDE MAILLOLCENTRE COMMERCIAL CARREFOUR;MONTIGNY-LES-CORMEILLES;95370;SAS;TLJ {07:00-22:00};DVV;Disponible;48.994802, 2.201235
CE;17515;CE ILE-DE-FRANCE;627;MONTIGNY LES CORMEILLES/00627;AVENUE ARISTIDE MAILLOLCENTRE COMMERCIAL CARREFOUR;MONTIGNY-LES-CORMEILLES;95370;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};CAR;Disponible;48.994802, 2.201235
CE;17515;CE ILE-DE-FRANCE;632;HERBLAY/00632;PLACE DE LA HALLE;HERBLAY;95220;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};CAR;Disponible;48.991669, 2.165978
CE;14505;CE LOIRE-CENTRE;11543;ANET/11543;ZAC LE DEBUCHER1 RUE DE LA VESGRE;ANET;28260;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.863078, 1.460108
CE;14505;CE LOIRE-CENTRE;27150;VIERZON REPUBLIQUE/27150;2 RUE DU 11 NOVEMBRE;VIERZON;18100;Dans la rue;TLJ {00:00-23:59};GVV;Disponible;47.221644, 2.066546
CE;17515;CE ILE-DE-FRANCE;633;IGNY GOMMONVILLIERS/00633;10 PLACE DE STALINGRAD;IGNY;91430;SAS;TLJ {07:00-22:00};GVV;Disponible;48.732679, 2.221016
CE;17515;CE ILE-DE-FRANCE;635;JOUY EN JOSAS/00635;7 RUE OBERKAMPF;JOUY-EN-JOSAS;78350;SAS;TLJ {06:00-22:00};GDV;Disponible;48.764187, 2.167902
CE;14505;CE LOIRE-CENTRE;14679;CHALETTE SUR LOING VESINES/14679;2 RUE DES ECOLES;CHALETTE-SUR-LOING;45120;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.018379, 2.714947
CE;17515;CE ILE-DE-FRANCE;642;ORSAY/00642;2 RUE BOURSIER;ORSAY;91400;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};CAR;Disponible;48.698554, 2.187644
CE;17515;CE ILE-DE-FRANCE;642;ORSAY/00642;2 RUE BOURSIER;ORSAY;91400;SAS;TLJ {07:00-22:00};GDV;Disponible;48.698554, 2.187644
CE;17515;CE ILE-DE-FRANCE;643;ST REMY LES CHEVREUSES/00643;1 RUE DITTE;SAINT-REMY-LES-CHEVREUSE;78470;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.703135, 2.06968
CE;14505;CE LOIRE-CENTRE;14683;MONTARGIS RUE DOREE/14683;43 RUE DOREE;MONTARGIS;45200;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};GDV;Disponible;47.996807, 2.732902
CE;17515;CE ILE-DE-FRANCE;648;RUEIL CENTRE/00648;8B RUE DE MAUREPAS;RUEIL-MALMAISON;92500;SAS;TLJ {06:00-22:00};DVV;Disponible;48.87876, 2.181413
CE;17515;CE ILE-DE-FRANCE;649;RAMBOUILLET LA CLAIRIERE/00649;RUE DU CLOS BATANTCENTRE COMMERCIAL;RAMBOUILLET;78120;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.626, 1.828471
CE;17515;CE ILE-DE-FRANCE;649;RAMBOUILLET LA CLAIRIERE/00649;RUE DU CLOS BATANTCENTRE COMMERCIAL;RAMBOUILLET;78120;SAS;TLJ {07:00-22:00};GVV;Disponible;48.626, 1.828471
CE;17515;CE ILE-DE-FRANCE;658;SEVRES/00658;86 GRANDE RUE;SEVRES;92310;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu  {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15};GDV;Disponible;48.824004, 2.209549
CE;17515;CE ILE-DE-FRANCE;658;SEVRES/00658;86 GRANDE RUE;SEVRES;92310;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu  {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15};DVV;Disponible;48.824004, 2.209549
CE;14505;CE LOIRE-CENTRE;16686;PUISEAUX/16686;5 PLACE DE LA REPUBLIQUE;PUISEAUX;45390;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.204273, 2.470839
CE;17515;CE ILE-DE-FRANCE;662;LES ULIS VILLE/00662;5 AVENUE DU BERRY;LES ULIS;91940;SAS;TLJ {06:00-22:00};GVV;Disponible;48.682442, 2.168142
CE;14505;CE LOIRE-CENTRE;15687;BEAUNE LA ROLANDE/15687;7 RUE DU GENERAL CROUZAT;BEAUNE-LA-ROLANDE;45340;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.069752, 2.430371
CE;17515;CE ILE-DE-FRANCE;663;LES ULIS 2/00663;CENTRE COMMERCIAL REGIONAL LES ULIS 2;LES ULIS;91940;Interne;Lun au Sam {09:00-21:00};GVV;Disponible;48.684877, 2.177692
CE;14505;CE LOIRE-CENTRE;14690;COURTENAY/14690;10 RUE NATIONALE;COURTENAY;45320;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.040457, 3.056369
CE;17515;CE ILE-DE-FRANCE;675;SAINT GERMAIN VICTOIRE/00675;1 PLACE DE LA VICTOIRE;SAINT-GERMAIN-EN-LAYE;78100;SAS;TLJ {06:00-22:00};DVV;Disponible;48.898783, 2.089243
CE;17515;CE ILE-DE-FRANCE;677;CHATOU/00677;32 AVENUE DU GENERAL SARRAIL;CHATOU;78400;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.887677, 2.155125
CE;17515;CE ILE-DE-FRANCE;679;BEZONS/00679;91 RUE EDOUARD VAILLANT;BEZONS;95870;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};CAR;Disponible;48.92603, 2.21251
CE;17515;CE ILE-DE-FRANCE;683;LE VESINET LE PECQ/00683;1 PLACE DE LA REPUBLIQUE;LE VESINET;78110;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.897572, 2.113899
CE;17515;CE ILE-DE-FRANCE;684;LA CELLE SAINT CLOUD/00684;8 AVENUE DE L AQUEDUCCENTRE COMMERCIAL DE BEAUREGARD;LA CELLE-SAINT-CLOUD;78170;Dans la rue;TLJ {00:00-23:59};GAB;Hors service;48.847304, 2.114721
CE;17515;CE ILE-DE-FRANCE;686;MARLY LE ROI/00686;1 RUE FERNAND QUERE;MARLY-LE-ROI;78160;SAS;TLJ {06:00-22:00};DVV;Disponible;48.87399, 2.093815
CE;17515;CE ILE-DE-FRANCE;690;ORGEVAL/00690;11 PLACE DE L EGLISE;ORGEVAL;78630;SAS;TLJ {07:00-22:00};GVV;Disponible;48.919738, 1.976192
CE;17515;CE ILE-DE-FRANCE;136;PARIS GAY LUSSAC/00136;3 RUE SOUFFLOT;PARIS;75005;SAS;TLJ {06:00-23:00};GDV;Disponible;48.846443, 2.344162
CE;17515;CE ILE-DE-FRANCE;164;ORLY/00164;4 AVENUE MOLIERE;ORLY;91310;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;
CE;14505;CE LOIRE-CENTRE;19411;VENDOME JEAN MOULIN/19411;588 BOULEVARD ROOSEVELT;VENDOME;41100;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.805272, 1.054204
CE;14505;CE LOIRE-CENTRE;18601;ORLEANS LA SOURCE/18601;13 AVENUE DU PRESIDENT KENNEDY;ORLEANS;45100;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.83961, 1.93394
CE;14505;CE LOIRE-CENTRE;14694;CHATILLON COLIGNY/14694;20 RUE JEAN JAURES;CHATILLON-COLIGNY;45230;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.823095, 2.846139
CE;14505;CE LOIRE-CENTRE;15646;CHATILLON SUR LOIRE/15646;PLACE SAINTE ANNE;CHATILLON-SUR-LOIRE;45360;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.591623, 2.752709
CE;14505;CE LOIRE-CENTRE;24241;AVOINE/24241;27 RUE MARCEL VIGNAUD;AVOINE;37420;Dans la rue;TLJ {00:00-23:59};GAB;Hors service;47.204924, 0.182868
CE;14505;CE LOIRE-CENTRE;18603;OLIVET/18603;107 RUE JULES MARIE SIMON;OLIVET;45160;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;47.865882, 1.90256
CE;14505;CE LOIRE-CENTRE;18613;ST PRYVE ST MESMIN/18613;189 ROUTE DE SAINT MESMIN;SAINT-PRYVE-SAINT-MESMIN;45750;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.883025, 1.874216
CE;14505;CE LOIRE-CENTRE;16607;MEUNG SUR LOIRE/16607;PLACE DU MARTROI;MEUNG-SUR-LOIRE;45130;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.824388, 1.69488
CE;14505;CE LOIRE-CENTRE;17614;ST JEAN LE BLANC/17614;41 RUE DU GENERAL DE GAULLE;SAINT-JEAN-LE-BLANC;45650;Dans la rue;TLJ {00:00-23:59};GAB;Service dégradé;47.892215, 1.918418
CE;14505;CE LOIRE-CENTRE;18615;ST DENIS EN VAL/18615;28 RUE DES ECOLES;SAINT-DENIS-EN-VAL;45560;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;47.879069, 1.956629
CE;17515;CE ILE-DE-FRANCE;22;PARIS MONTPARNASSE/00022;57 BOULEVARD DU MONTPARNASSE;PARIS;75006;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.844371, 2.323043
CE;17515;CE ILE-DE-FRANCE;23;PARIS SAINT CHARLES/00023;123 RUE SAINT CHARLES;PARIS;75015;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.844271, 2.283643
CE;17515;CE ILE-DE-FRANCE;23;PARIS SAINT CHARLES/00023;123 RUE SAINT CHARLES;PARIS;75015;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.844271, 2.283643
CE;17515;CE ILE-DE-FRANCE;26;PARIS TERNES/00026;61 AVENUE DES TERNES;PARIS;75017;SAS;TLJ {07:00-22:00};GDV;Disponible;48.87908, 2.291567
CE;17515;CE ILE-DE-FRANCE;27;PARIS BATIGNOLLES/00027;22 RUE DES BATIGNOLLES;PARIS;75017;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.884803, 2.321299
CE;17515;CE ILE-DE-FRANCE;29;PARIS LA CHAPELLE/00029;11 ET 13 RUE DE LA CHAPELLE;PARIS;75018;SAS;TLJ {06:00-22:00};GAB;Disponible;48.891164, 2.359673
CE;17515;CE ILE-DE-FRANCE;29;PARIS LA CHAPELLE/00029;11 ET 13 RUE DE LA CHAPELLE;PARIS;75018;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.891164, 2.359673
CE;17515;CE ILE-DE-FRANCE;30;PARIS LA FOURCHE/00030;2 AVENUE DE SAINT OUEN;PARIS;75018;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.887558, 2.325785
CE;17515;CE ILE-DE-FRANCE;30;PARIS LA FOURCHE/00030;2 AVENUE DE SAINT OUEN;PARIS;75018;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.887558, 2.325785
CE;17515;CE ILE-DE-FRANCE;32;PARIS MONTMARTRE/00032;48 RUE DES ABBESSES;PARIS;75018;SAS;TLJ {07:00-22:00};DVV;Disponible;48.885531, 2.336055
CE;17515;CE ILE-DE-FRANCE;32;PARIS MONTMARTRE/00032;48 RUE DES ABBESSES;PARIS;75018;SAS;TLJ {06:00-22:00};GDV;Disponible;48.885531, 2.336055
CE;17515;CE ILE-DE-FRANCE;34;PARIS BUTTES CHAUMONT/00034;126 AVENUE SIMON BOLIVAR;PARIS;75019;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.880603, 2.374202
CE;17515;CE ILE-DE-FRANCE;34;PARIS BUTTES CHAUMONT/00034;126 AVENUE SIMON BOLIVAR;PARIS;75019;SAS;TLJ {06:00-22:00};GDV;Hors service;48.880603, 2.374202
CE;17515;CE ILE-DE-FRANCE;36;PARIS AVRON/00036;30 RUE D AVRON;PARIS;75020;SAS;TLJ {06:00-22:00};DVV;Disponible;48.851746, 2.401277
CE;17515;CE ILE-DE-FRANCE;36;PARIS AVRON/00036;30 RUE D AVRON;PARIS;75020;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.851746, 2.401277
CE;17515;CE ILE-DE-FRANCE;37;PARIS VOLTAIRE/00037;181 BOULEVARD VOLTAIRE;PARIS;75011;SAS;TLJ {07:00-22:00};GDV;Hors service;48.853925, 2.386948
CE;17515;CE ILE-DE-FRANCE;40;PARIS PORTE DE SAINT CLOUD/00040;98 RUE CHARDON LAGACHE;PARIS;75016;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.839984, 2.262772
CE;17515;CE ILE-DE-FRANCE;40;PARIS PORTE DE SAINT CLOUD/00040;98 RUE CHARDON LAGACHE;PARIS;75016;SAS;TLJ {07:00-22:00};GVV;Disponible;48.839984, 2.262772
CE;17515;CE ILE-DE-FRANCE;42;PARIS PICPUS/00042;86 AVENUE DE SAINT MANDE;PARIS;75012;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.844448, 2.405947
CE;17515;CE ILE-DE-FRANCE;42;PARIS PICPUS/00042;86 AVENUE DE SAINT MANDE;PARIS;75012;SAS;TLJ {06:00-22:00};DVV;Disponible;48.844448, 2.405947
CE;17515;CE ILE-DE-FRANCE;48;PARIS VOUILLE CONVENTION/00048;17 RUE DE VOUILLE;PARIS;75015;SAS;TLJ {06:00-22:00};GDV;Disponible;48.834983, 2.30463
CE;17515;CE ILE-DE-FRANCE;49;PARIS PLACE DES FETES/00049;209 RUE DE BELLEVILLE;PARIS;75019;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.875517, 2.394264
CE;17515;CE ILE-DE-FRANCE;50;ASNIERES SUR SEINE/00050;2 RUE DE LA CONCORDE;ASNIERES-SUR-SEINE;92600;SAS;TLJ {06:00-22:00};GVV;Disponible;48.911324, 2.291653
CE;17515;CE ILE-DE-FRANCE;50;ASNIERES SUR SEINE/00050;2 RUE DE LA CONCORDE;ASNIERES-SUR-SEINE;92600;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.911324, 2.291653
CE;17515;CE ILE-DE-FRANCE;53;BOULOGNE MAIRIE/00053;145 RUE GALLIENI;BOULOGNE-BILLANCOURT;92100;SAS;TLJ {07:00-22:00};GDV;Hors service;48.836244, 2.237756
CE;17515;CE ILE-DE-FRANCE;53;BOULOGNE MAIRIE/00053;145 RUE GALLIENI;BOULOGNE-BILLANCOURT;92100;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};CAR;Disponible;48.836244, 2.237756
CE;17515;CE ILE-DE-FRANCE;54;CHARENTON LE PONT/00054;60 RUE DE PARIS;CHARENTON-LE-PONT;94220;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.820567, 2.415112
CE;17515;CE ILE-DE-FRANCE;54;CHARENTON LE PONT/00054;60 RUE DE PARIS;CHARENTON-LE-PONT;94220;Dans la rue;TLJ {00:00-23:59};GAB;Service dégradé;48.820567, 2.415112
CE;17515;CE ILE-DE-FRANCE;58;CLICHY/00058;73 BOULEVARD JEAN JAURES;CLICHY;92110;SAS;TLJ {06:00-22:00};GDV;Disponible;48.901568, 2.304818
CE;17515;CE ILE-DE-FRANCE;60;COURBEVOIE/00060;28 RUE DE BEZONS;COURBEVOIE;92400;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.895857, 2.249321
CE;17515;CE ILE-DE-FRANCE;64;LES LILAS/00064;135 RUE DE PARIS;LES LILAS;93260;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.87995, 2.416511
CE;17515;CE ILE-DE-FRANCE;66;MONTREUIL/00066;56 BOULEVARD ROUGET DE L ISLE;MONTREUIL;93100;SAS;TLJ {07:00-22:00};DVV;Disponible;48.85914, 2.437787
CE;17515;CE ILE-DE-FRANCE;66;MONTREUIL/00066;56 BOULEVARD ROUGET DE L ISLE;MONTREUIL;93100;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.85914, 2.437787
